RedIzo;Nazev;Ico;AdresaRUIAN;TypZrizovatele;ZrizovatelIco;ZrizovatelNazev;SkolaIzo;SkolaNazev;DruhSkoly;SkolaAdresa;EditorIco;EditorNazev;t1;t2;t3;t4;t5;t6;t7;t8;t9;Stupen
600039951;Mateøská škola Sedmikráska, Praha 9 - Újezd nad Lesy, Lišická 1502;49367820;22530924;2;240923;Mìstská èást Praha 21;49367820;Mateøská škola;A00;22530924;64581;Hlavní mìsto Praha;;;;;;;;;;
691004579;Mateøská škola Sluneèní, Praha 10, Sluneèní  1550/20;72550252;42510546;2;240915;Mìstská èást Praha 22;181040786;Mateøská škola;A00;42510546;64581;Hlavní mìsto Praha;;;;;;;;;;
600040941;Mateøská škola Sluneènice, Praha 10, Milánská 473;63831538;22697080;2;231355;Mìstská èást Praha 15;47610166;Mateøská škola;A00;22697080;64581;Hlavní mìsto Praha;;;;;;;;;;
600040313;Mateøská škola SLUNÍÈKO, Praha 9 - Èernı Most, Gen.Janouška 1005;70884471;22693181;2;231312;Mìstská èást Praha 14;102020060;Mateøská škola;A00;22693181;64581;Hlavní mìsto Praha;;;;;;;;;;
661102840;Mateøská škola Sluníèko, Praha 9 - Újezd nad Lesy;75113961;83322566;2;240923;Mìstská èást Praha 21;150072686;Mateøská škola;A00;83322566;64581;Hlavní mìsto Praha;;;;;;;;;;
600038572;Mateøská škola Socháòova, Praha 6 - Øepy, Socháòova 23/1176;70974152;22251618;2;231223;Mìstská èást Praha 17;102537402;Mateøská škola;A00;22251618;64581;Hlavní mìsto Praha;;;;;;;;;;
600036570;Mateøská škola Srdíèko v Praze 12;63832291;21938598;2;231151;Mìstská èást Praha 12;107504553;Mateøská škola;A00;21938598;64581;Hlavní mìsto Praha;;;;;;;;;;
600038114;Mateøská škola ŠIKULKA, Praha 13, Hostinského 1534;65991184;22118918;2;241687;Mìstská èást Praha 13;107502062;Mateøská škola;A00;22118918;64581;Hlavní mìsto Praha;;;;;;;;;;
600040054;Mateøská škola Šluknovská;70920397;22516310;2;63894;Mìstská èást Praha 9;107503727;Mateøská škola;A00;22516310;64581;Hlavní mìsto Praha;;;;;;;;;;
600038904;Mateøská škola Šmolíkova;70921539;22242589;2;63703;Mìstská èást Praha 6;107502607;Mateøská škola;A00;22242589;64581;Hlavní mìsto Praha;;;;;;;;;;
691014426;Mateøská škola Štìrboholy, pøíspìvková organizace;9783121;42564182;2;231371;Mìstská èást Praha - Štìrboholy;181117533;Mateøská škola;A00;42564182;64581;Hlavní mìsto Praha;;;;;;;;;;
691019827;Mateøská škola ŠVESTKA, Praha 13, pøíspìvková organizace;23913401;22693858;2;241687;Mìstská èást Praha 13;250011701;Mateøská škola;A00;22693858;64581;Hlavní mìsto Praha;;;;;;;;;;
600038912;Mateøská škola Terronská;70886466;22176721;2;63703;Mìstská èást Praha 6;102401756;Mateøská škola;A00;22176721;64581;Hlavní mìsto Praha;;;;;;;;;;
600036910;Mateøská škola Trojlístek, Praha 4, Bezová 4;61386448;21813043;2;63584;Mìstská èást Praha 4;107500647;Mateøská škola;A00;21813043;64581;Hlavní mìsto Praha;;;;;;;;;;
600036553;Mateøská škola Tyršovka v Praze 12;63109719;21916365;2;231151;Mìstská èást Praha 12;107501350;Mateøská škola;A00;21916365;64581;Hlavní mìsto Praha;;;;;;;;;;
600038025;Mateøská škola U BOBØÍKA, Praha 13, Podpìrova 1880;63829908;22122249;2;241687;Mìstská èást Praha 13;102401616;Mateøská škola;A00;22122249;64581;Hlavní mìsto Praha;;;;;;;;;;
600040062;Mateøská škola U Nové školy;70920401;28109911;2;63894;Mìstská èást Praha 9;107503760;Mateøská škola;A00;28109911;64581;Hlavní mìsto Praha;;;;;;;;;;
600037649;Mateøská škola U RUMCAJSE, Praha 13, Zázvorkova 1994;75030837;22123296;2;241687;Mìstská èást Praha 13;102537275;Mateøská škola;A00;22123296;64581;Hlavní mìsto Praha;;;;;;;;;;
691009805;Mateøská škola U STROMU, Praha 13, Ovèí Hájek 2174, pøíspìvková organizace;6007104;22704043;2;241687;Mìstská èást Praha 13;181083132;Mateøská škola;A00;22704043;64581;Hlavní mìsto Praha;;;;;;;;;;
600039366;Mateøská škola U Uranie, Praha 7, Na Maninách 1080/29a;65993896;22306765;2;63754;Mìstská èást Praha 7;107502976;Mateøská škola;A00;22306765;64581;Hlavní mìsto Praha;;;;;;;;;;
600036073;Mateøská škola U Veverek;65993179;21796921;2;63517;Mìstská èást Praha 3;107500582;Mateøská škola;A00;21796921;64581;Hlavní mìsto Praha;;;;;;;;;;
600040887;Mateøská škola U Vršovického nádraí, Praha 10, Sámova 1529/2a, pøíspìvková organizace;70924325;26157454;2;63941;Mìstská èást Praha 10;107504006;Mateøská škola;A00;26157454;64581;Hlavní mìsto Praha;;;;;;;;;;
600040020;Mateøská škola U Vysoèanského pivovaru;70919526;22542728;2;63894;Mìstská èást Praha 9;107503930;Mateøská škola;A00;22542728;64581;Hlavní mìsto Praha;;;;;;;;;;
600037657;Mateøská škola ÚSMÌV, Praha 13, Herèíkova 2190;75030861;22701770;2;241687;Mìstská èást Praha 13;102761183;Mateøská škola;A00;22701770;64581;Hlavní mìsto Praha;;;;;;;;;;
600038068;Mateøská škola VEÈERNÍÈEK, Praha 13, Vlachova 1501;75030829;22118586;2;241687;Mìstská èást Praha 13;107502054;Mateøská škola;A00;22118586;64581;Hlavní mìsto Praha;;;;;;;;;;
661102106;Mateøská škola Velká Chuchle;75077451;26209942;2;231185;Mìstská èást Praha - Velká Chuchle;150006357;Mateøská škola;A00;26209942;64581;Hlavní mìsto Praha;;;;;;;;;;
600040071;Mateøská škola Veltruská;70920427;22507001;2;63894;Mìstská èást Praha 9;107503735;Mateøská škola;A00;22507001;64581;Hlavní mìsto Praha;;;;;;;;;;
600038971;Mateøská škola Velvarská;70886423;25645072;2;63703;Mìstská èást Praha 6;107502755;Mateøská škola;A00;25645072;64581;Hlavní mìsto Praha;;;;;;;;;;
600036812;Mateøská škola Vìtrníèek v Praze 12;63109727;21854645;2;231151;Mìstská èást Praha 12;107501198;Mateøská škola;A00;21854645;64581;Hlavní mìsto Praha;;;;;;;;;;
600040798;Mateøská škola Vìtrník, Praha 10, pøíspìvková organizace;47611740;22667024;2;63941;Mìstská èást Praha 10;47611740;Mateøská škola;A00;22667024;64581;Hlavní mìsto Praha;;;;;;;;;;
600038947;Mateøská škola Vokovická;70920494;79148085;2;63703;Mìstská èást Praha 6;107502739;Mateøská škola;A00;79148085;64581;Hlavní mìsto Praha;;;;;;;;;;
600038955;Mateøská škola Volavkova;70920761;22170197;2;63703;Mìstská èást Praha 6;107502526;Mateøská škola;A00;22170197;64581;Hlavní mìsto Praha;;;;;;;;;;
600038017;Mateøská škola ZAHRÁDKA, Praha 13, Husníkova 2076;65990994;22693858;2;241687;Mìstská èást Praha 13;102761205;Mateøská škola;A00;22693858;64581;Hlavní mìsto Praha;;;;;;;;;;
600037886;Mateøská škola Zbraslav, pøíspìvková organizace;68404379;22136126;2;241857;Mìstská èást Praha - Zbraslav;107502119;Mateøská škola;A00;22139346;64581;Hlavní mìsto Praha;;;;;;;;;;
600036677;Mateøská škola Zvoneèek v Praze 12;63832305;21937923;2;231151;Mìstská èást Praha 12;107501368;Mateøská škola;A00;21937923;64581;Hlavní mìsto Praha;;;;;;;;;;
600040747;Mateøská škola, Praha 10, Bajkalská 1585/19, pøíspìvková organizace;70924180;86663780;2;63941;Mìstská èást Praha 10;107504014;Mateøská škola;A00;86663780;64581;Hlavní mìsto Praha;;;;;;;;;;
600040895;Mateøská škola, Praha 10, Benešovská 2291/28, pøíspìvková organizace;70924198;22653872;2;63941;Mìstská èást Praha 10;107504294;Mateøská škola;A00;22653872;64581;Hlavní mìsto Praha;;;;;;;;;;
600040879;Mateøská škola, Praha 10, Boloòská 313;47610140;22562818;2;231355;Mìstská èást Praha 15;47610140;Mateøská škola;A00;22562818;64581;Hlavní mìsto Praha;;;;;;;;;;
600040666;Mateøská škola, Praha 10, Dvouletky 601/8, pøíspìvková organizace;70924155;22606017;2;63941;Mìstská èást Praha 10;107504154;Mateøská škola;A00;22606017;64581;Hlavní mìsto Praha;;;;;;;;;;
600041034;Mateøská škola, Praha 10, Horolezecká 912;62930591;22573950;2;231355;Mìstská èást Praha 15;107504421;Mateøská škola;A00;22573950;64581;Hlavní mìsto Praha;;;;;;;;;;
600040844;Mateøská škola, Praha 10, Chmelová 2921/8, pøíspìvková organizace;70924210;22687009;2;63941;Mìstská èást Praha 10;107504260;Mateøská škola;A00;22687009;64581;Hlavní mìsto Praha;;;;;;;;;;
600041042;Mateøská škola, Praha 10, Jakobiho 329;70100012;22690786;2;231363;Mìstská èást Praha - Petrovice;102761515;Mateøská škola;A00;22690786;64581;Hlavní mìsto Praha;;;;;;;;;;
600040755;Mateøská škola, Praha 10, Kodaòská 989/14, pøíspìvková organizace;70924228;22666451;2;63941;Mìstská èást Praha 10;107504316;Mateøská škola;A00;22666451;64581;Hlavní mìsto Praha;;;;;;;;;;
600040933;Mateøská škola, Praha 10, Milánská 472;63831571;22697071;2;231355;Mìstská èást Praha 15;47610158;Mateøská škola;A00;22697071;64581;Hlavní mìsto Praha;;;;;;;;;;
600040909;Mateøská škola, Praha 10, Mládenická 3078/1, pøíspìvková organizace;67774351;22688072;2;63941;Mìstská èást Praha 10;107504359;Mateøská škola;A00;22688072;64581;Hlavní mìsto Praha;;;;;;;;;;
600040682;Mateøská škola, Praha 10, Nedvìzská 2224/27, pøíspìvková organizace;70924244;22626042;2;63941;Mìstská èást Praha 10;107504197;Mateøská škola;A00;22626042;64581;Hlavní mìsto Praha;;;;;;;;;;
600040771;Mateøská škola, Praha 10, Omská 1354/6, pøíspìvková organizace;70924261;22671005;2;63941;Mìstská èást Praha 10;107504324;Mateøská škola;A00;22671005;64581;Hlavní mìsto Praha;;;;;;;;;;
600040968;Mateøská škola, Praha 10, Parmská 388;47610182;22563547;2;231355;Mìstská èást Praha 15;47610182;Mateøská škola;A00;22563547;64581;Hlavní mìsto Praha;;;;;;;;;;
600040950;Mateøská škola, Praha 10, Parmská 389;63831520;22563555;2;231355;Mìstská èást Praha 15;47610174;Mateøská škola;A00;22563555;64581;Hlavní mìsto Praha;;;;;;;;;;
600041018;Mateøská škola, Praha 10, Pøetlucká 2252/51, pøíspìvková organizace;67774342;22626310;2;63941;Mìstská èást Praha 10;107504189;Mateøská škola;A00;22626310;64581;Hlavní mìsto Praha;;;;;;;;;;
600040704;Mateøská škola, Praha 10, Štìchovická 1981/4, pøíspìvková organizace;70924279;22623264;2;63941;Mìstská èást Praha 10;107504138;Mateøská škola;A00;22623264;64581;Hlavní mìsto Praha;;;;;;;;;;
600041026;Mateøská škola, Praha 10, Trhanovské námìstí 7;70828237;22568425;2;231355;Mìstská èást Praha 15;107504243;Mateøská škola;A00;22568425;64581;Hlavní mìsto Praha;;;;;;;;;;
600040640;Mateøská škola, Praha 10, Troilova 474/17, pøíspìvková organizace;70924295;22590498;2;63941;Mìstská èást Praha 10;107504103;Mateøská škola;A00;22590498;64581;Hlavní mìsto Praha;;;;;;;;;;
600040658;Mateøská škola, Praha 10, Tuchorazská 472/2a, pøíspìvková organizace;70924309;22590455;2;63941;Mìstská èást Praha 10;107504111;Mateøská škola;A00;22590455;64581;Hlavní mìsto Praha;;;;;;;;;;
600040739;Mateøská škola, Praha 10, Ve Stínu 2103/10, pøíspìvková organizace;70924341;22624627;2;63941;Mìstská èást Praha 10;107504235;Mateøská škola;A00;22624627;64581;Hlavní mìsto Praha;;;;;;;;;;
600040861;Mateøská škola, Praha 10, Za Nadımaèem 927;45248273;22649654;2;240915;Mìstská èást Praha 22;45248273;Mateøská škola;A00;22649654;64581;Hlavní mìsto Praha;;;;;;;;;;
600040828;Mateøská škola, Praha 10, Zvonková 2901/12, pøíspìvková organizace;70924350;22686851;2;63941;Mìstská èást Praha 10;107504383;Mateøská škola;A00;22686851;64581;Hlavní mìsto Praha;;;;;;;;;;
600037568;Mateøská škola, Praha 13, Ovèí Hájek 2177;61381560;22707981;2;241687;Mìstská èást Praha 13;61381560;Mateøská škola;A00;22707981;64581;Hlavní mìsto Praha;;;;;;;;;;
600035409;Mateøská škola, Praha 2, Na Dìkance 2;60461101;21759049;2;63461;Mìstská èást Praha 2;107500221;Mateøská škola;A00;21759049;64581;Hlavní mìsto Praha;;;;;;;;;;
600035425;Mateøská škola, Praha 2, Slovenská 27;70890943;21756082;2;63461;Mìstská èást Praha 2;107500281;Mateøská škola;A00;21756082;64581;Hlavní mìsto Praha;;;;;;;;;;
600035531;Mateøská škola, Praha 2, Šumavská 37;70891061;21748781;2;63461;Mìstská èást Praha 2;107500302;Mateøská škola;A00;21748781;64581;Hlavní mìsto Praha;;;;;;;;;;
600035476;Mateøská škola, Praha 2, Vinièná 1;70890919;21729719;2;63461;Mìstská èást Praha 2;107500388;Mateøská škola;A00;21729719;64581;Hlavní mìsto Praha;;;;;;;;;;
600036049;Mateøská škola, Praha 3, Jeseniova 4,6/1680;65992971;21785252;2;63517;Mìstská èást Praha 3;107500531;Mateøská škola;A00;21785252;64581;Hlavní mìsto Praha;;;;;;;;;;
600036090;Mateøská škola, Praha 3, Libická 4/2271;63831287;21765731;2;63517;Mìstská èást Praha 3;107500469;Mateøská škola;A00;21765731;64581;Hlavní mìsto Praha;;;;;;;;;;
600035964;Mateøská škola, Praha 3, Na Balkánì 74/2590;63831295;21795860;2;63517;Mìstská èást Praha 3;107500493;Mateøská škola;A00;21795860;64581;Hlavní mìsto Praha;;;;;;;;;;
600035948;Mateøská škola, Praha 3, Na Vrcholu 1a/1955;63831252;21788740;2;63517;Mìstská èást Praha 3;44796641;Mateøská škola;A00;21788740;64581;Hlavní mìsto Praha;;;;;;;;;;
600036006;Mateøská škola, Praha 3, nám.Jiøího z Lobkovic 23/119;65993110;22772570;2;63517;Mìstská èást Praha 3;107500426;Mateøská škola;A00;22772570;64581;Hlavní mìsto Praha;;;;;;;;;;
600035972;Mateøská škola, Praha 3, Sudomìøská 54/1137;63831317;22702849;2;63517;Mìstská èást Praha 3;107504537;Mateøská škola;A00;22702849;64581;Hlavní mìsto Praha;;;;;;;;;;
600036081;Mateøská škola, Praha 3, U Zásobní zahrady 6/2697;70108544;21797030;2;63517;Mìstská èást Praha 3;107500621;Mateøská škola;A00;21797030;64581;Hlavní mìsto Praha;;;;;;;;;;
600036057;Mateøská škola, Praha 3, Vozová 5/953;65993152;21776628;2;63517;Mìstská èást Praha 3;107500566;Mateøská škola;A00;21776628;64581;Hlavní mìsto Praha;;;;;;;;;;
600036880;Mateøská škola, Praha 4 , Hrabákova 2000;64936368;21845581;2;231126;Mìstská èást Praha 11;102401462;Mateøská škola;A00;21845581;64581;Hlavní mìsto Praha;;;;;;;;;;
600036243;Mateøská škola, Praha 4, A. Drabíkové 536;47611588;21818738;2;231126;Mìstská èást Praha 11;47611588;Mateøská škola;A00;21818738;64581;Hlavní mìsto Praha;;;;;;;;;;
600036855;Mateøská škola, Praha 4, Blatenská 2145;64936350;21847029;2;231126;Mìstská èást Praha 11;102537437;Mateøská škola;A00;21847029;64581;Hlavní mìsto Praha;;;;;;;;;;
600036294;Mateøská škola, Praha 4, Hroncova l882;60447869;21844402;2;231126;Mìstská èást Praha 11;107500892;Mateøská škola;A00;21844402;64581;Hlavní mìsto Praha;;;;;;;;;;
600036367;Mateøská škola, Praha 4, Janouchova 671;63833352;21820091;2;231126;Mìstská èást Praha 11;107500809;Mateøská škola;A00;21820091;64581;Hlavní mìsto Praha;;;;;;;;;;
600036332;Mateøská škola, Praha 4, Jalovická 2119;47611570;21846812;2;231126;Mìstská èást Praha 11;47611570;Mateøská škola;A00;21846812;64581;Hlavní mìsto Praha;;;;;;;;;;
600036341;Mateøská škola, Praha 4, Jílovská 75;61384453;21808635;2;63584;Mìstská èást Praha 4;107500655;Mateøská škola;A00;21808635;64581;Hlavní mìsto Praha;;;;;;;;;;
600036359;Mateøská škola, Praha 4, Jitøní 2;61384615;21826617;2;63584;Mìstská èást Praha 4;107500744;Mateøská škola;A00;21826617;64581;Hlavní mìsto Praha;;;;;;;;;;
600036405;Mateøská škola, Praha 4, K Podjezdu 2;61385212;21911762;2;63584;Mìstská èást Praha 4;107501431;Mateøská škola;A00;21911762;64581;Hlavní mìsto Praha;;;;;;;;;;
600036952;Mateøská škola, Praha 4, Konstantinova 1480;65993373;21840334;2;231126;Mìstská èást Praha 11;107500931;Mateøská škola;A00;21840334;64581;Hlavní mìsto Praha;;;;;;;;;;
612300765;Mateøská škola, Praha 4, Køejpského 1503;70102058;21840563;2;231126;Mìstská èást Praha 11;112300774;Mateøská škola;A00;21840563;64581;Hlavní mìsto Praha;;;;;;;;;;
600036499;Mateøská škola, Praha 4, Markušova 1556;63833387;21841101;2;231126;Mìstská èást Praha 11;107500973;Mateøská škola;A00;21841101;64581;Hlavní mìsto Praha;;;;;;;;;;
600036596;Mateøská škola, Praha 4, Mezivrší 15;47611383;21797447;2;63584;Mìstská èást Praha 4;47611383;Mateøská škola;A00;21797447;64581;Hlavní mìsto Praha;;;;;;;;;;
600036961;Mateøská škola, Praha 4, Mírového hnutí 1680;63833344;30483085;2;231126;Mìstská èást Praha 11;107500981;Mateøská škola;A00;30483085;64581;Hlavní mìsto Praha;;;;;;;;;;
600036634;Mateøská škola, Praha 4, Na Zvonièce 13;61384402;21969183;2;63584;Mìstská èást Praha 4;107501511;Mateøská škola;A00;21969183;64581;Hlavní mìsto Praha;;;;;;;;;;
600036928;Mateøská škola, Praha 4, Nìmèická 16;61385191;21807990;2;63584;Mìstská èást Praha 4;107500698;Mateøská škola;A00;21807990;64581;Hlavní mìsto Praha;;;;;;;;;;
600036782;Mateøská škola, Praha 4, Pøímìtická 1247;61384470;21913242;2;63584;Mìstská èást Praha 4;107501694;Mateøská škola;A00;21913242;64581;Hlavní mìsto Praha;;;;;;;;;;
600036685;Mateøská škola, Praha 4, Sulanského 693;47611600;27808319;2;231126;Mìstská èást Praha 11;47611600;Mateøská škola;A00;27808319;64581;Hlavní mìsto Praha;;;;;;;;;;
600036766;Mateøská škola, Praha 4, Svojšovická 3;61384526;21997101;2;63584;Mìstská èást Praha 4;107501619;Mateøská škola;A00;21997101;64581;Hlavní mìsto Praha;;;;;;;;;;
600036791;Mateøská škola, Praha 4, V Benátkách 1751;47611596;21843082;2;231126;Mìstská èást Praha 11;47611596;Mateøská škola;A00;21843082;64581;Hlavní mìsto Praha;;;;;;;;;;
600036821;Mateøská škola, Praha 4, V Zápolí 1249;61384666;21913269;2;63584;Mìstská èást Praha 4;107501287;Mateøská škola;A00;21913269;64581;Hlavní mìsto Praha;;;;;;;;;;
600036804;Mateøská škola, Praha 4, Vejvanovského 1610;63833361;21841659;2;231126;Mìstská èást Praha 11;107500761;Mateøská škola;A00;21841659;64581;Hlavní mìsto Praha;;;;;;;;;;
600036839;Mateøská škola, Praha 4, Voráèovská 2;61385204;21962138;2;63584;Mìstská èást Praha 4;107501546;Mateøská škola;A00;21962138;64581;Hlavní mìsto Praha;;;;;;;;;;
600037576;Mateøská škola, Praha 5 - Barrandov, Kurandové 669, pøíspìvková organizace;70107815;22005218;2;63631;Mìstská èást Praha 5;102001537;Mateøská škola;A00;22005218;64581;Hlavní mìsto Praha;;;;;;;;;;
600037622;Mateøská škola, Praha 5 - Barrandov, Lohniského 830, pøíspìvková organizace;70107637;22007105;2;63631;Mìstská èást Praha 5;102537241;Mateøská škola;A00;22007105;64581;Hlavní mìsto Praha;;;;;;;;;;
600037878;Mateøská škola, Praha 5 - Barrandov, Lohniského 851, pøíspìvková organizace;70107572;22007318;2;63631;Mìstská èást Praha 5;107502097;Mateøská škola;A00;22007318;64581;Hlavní mìsto Praha;;;;;;;;;;
600037975;Mateøská škola, Praha 5 - Barrandov, Tréglova 780, pøíspìvková organizace;70107564;22006583;2;63631;Mìstská èást Praha 5;112400485;Mateøská škola;A00;22006583;64581;Hlavní mìsto Praha;;;;;;;;;;
600038157;Mateøská škola, Praha 5 - Hluboèepy, Hluboèepská 90, pøíspìvková organizace;70107581;21998931;2;63631;Mìstská èást Praha 5;107502232;Mateøská škola;A00;21998931;64581;Hlavní mìsto Praha;;;;;;;;;;
600038149;Mateøská škola, Praha 5 - Košíøe, Peroutkova 1004, pøíspìvková organizace;70108170;22028684;2;63631;Mìstská èást Praha 5;107502160;Mateøská škola;A00;22028684;64581;Hlavní mìsto Praha;;;;;;;;;;
